Date,Open,High,Low,Close,Adj Close,Volume
2015-12-01,10447.059570,10523.790039,10446.580078,10519.589844,10519.589844,3712120000
2015-12-02,10501.099609,10511.120117,10376.450195,10389.200195,10389.200195,3950640000
2015-12-03,10415.559570,10422.780273,10227.360352,10257.379883,10257.379883,4306490000
2015-12-04,10266.500000,10417.759766,10264.959961,10408.860352,10408.860352,4214910000
2015-12-07,10408.860352,10408.860352,10264.480469,10304.530273,10304.530273,4043820000
2015-12-08,10214.290039,10254.750000,10157.690430,10198.370117,10198.370117,4173570000
2015-12-09,10191.349609,10316.969727,10115.769531,10162.370117,10162.370117,4385250000
2015-12-10,10165.459961,10242.790039,10155.570313,10172.040039,10172.040039,3715150000
2015-12-11,10074.080078,10075.429688,9956.709961,9976.650391,9976.650391,4301060000
2015-12-14,9977.820313,10013.860352,9880.419922,9986.759766,9986.759766,4612440000
2015-12-15,10057.330078,10149.120117,10057.330078,10110.940430,10110.940430,4353540000
2015-12-16,10164.839844,10282.240234,10139.589844,10267.830078,10267.830078,4635450000
2015-12-17,10267.830078,10267.830078,10112.570313,10112.629883,10112.629883,4327390000
2015-12-18,10072.980469,10072.980469,9966.820313,9967.639648,9967.639648,6683070000
2015-12-21,10017.129883,10054.419922,9961.049805,10023.030273,10023.030273,3760280000
2015-12-22,10052.339844,10132.580078,10015.980469,10112.400391,10112.400391,3520860000
2015-12-23,10180.620117,10277.969727,10180.620117,10276.280273,10276.280273,3484090000
2015-12-24,10266.059570,10290.360352,10242.639648,10258.549805,10258.549805,1411860000
2015-12-28,10225.990234,10225.990234,10169.089844,10217.400391,10217.400391,2492510000
2015-12-29,10270.379883,10318.419922,10270.379883,10306.599609,10306.599609,2542000000
2015-12-30,10277.530273,10283.969727,10218.709961,10225.830078,10225.830078,2367430000
2015-12-31,10186.440430,10223.070313,10142.339844,10143.419922,10143.419922,2655330000
2016-01-04,10020.049805,10020.049805,9891.070313,10001.559570,10001.559570,4304880000
2016-01-05,10007.009766,10039.959961,9959.820313,10028.059570,10028.059570,3706620000
2016-01-06,9907.370117,9925.900391,9821.330078,9868.259766,9868.259766,4336660000
2016-01-07,9751.349609,9791.169922,9627.059570,9650.419922,9650.419922,5076590000
2016-01-08,9692.799805,9725.900391,9513.250000,9528.769531,9528.769531,4664940000
2016-01-11,9575.179688,9598.639648,9435.820313,9527.660156,9527.660156,4607290000
2016-01-12,9591.309570,9630.910156,9460.790039,9576.519531,9576.519531,4887260000
2016-01-13,9619.009766,9644.450195,9349.469727,9374.230469,9374.230469,5087030000
2016-01-14,9405.429688,9567.820313,9332.259766,9516.549805,9516.549805,5241110000
2016-01-15,9387.540039,9387.540039,9192.070313,9299.629883,9299.629883,5468460000
2016-01-19,9378.860352,9406.349609,9226.820313,9301.740234,9301.740234,4928350000
2016-01-20,9214.940430,9233.610352,8937.990234,9156.839844,9156.839844,6416070000
2016-01-21,9164.169922,9311.570313,9102.389648,9226.570313,9226.570313,5078810000
2016-01-22,9343.129883,9437.790039,9343.129883,9426.910156,9426.910156,4901760000
2016-01-25,9393.540039,9393.540039,9258.660156,9262.990234,9262.990234,4401380000
2016-01-26,9295.339844,9436.540039,9295.339844,9429.110352,9429.110352,4357940000
2016-01-27,9403.870117,9522.610352,9321.330078,9373.780273,9373.780273,4754040000
2016-01-28,9374.839844,9463.200195,9324.150391,9397.790039,9397.790039,4693010000
2016-01-29,9439.339844,9632.709961,9439.339844,9632.700195,9632.700195,5497570000
2016-02-01,9578.919922,9651.200195,9514.769531,9616.690430,9616.690430,4322530000
2016-02-02,9532.990234,9532.990234,9386.120117,9413.780273,9413.780273,4463190000
2016-02-03,9471.790039,9513.219727,9276.339844,9495.209961,9495.209961,5172950000
2016-02-04,9484.129883,9591.299805,9465.870117,9534.299805,9534.299805,5193320000
2016-02-05,9499.530273,9500.820313,9360.940430,9390.330078,9390.330078,4929940000
2016-02-08,9294.879883,9294.879883,9127.139648,9231.330078,9231.330078,5636460000
2016-02-09,9131.980469,9250.650391,9109.049805,9187.790039,9187.790039,5183220000
2016-02-10,9221.839844,9315.959961,9170.929688,9176.719727,9176.719727,4471170000
2016-02-11,9092.910156,9092.910156,8944.049805,9029.879883,9029.879883,5500800000
2016-02-12,9092.870117,9229.679688,9089.450195,9229.679688,9229.679688,4696920000
2016-02-16,9317.940430,9377.509766,9275.740234,9375.389648,9375.389648,4570670000
2016-02-17,9426.759766,9551.629883,9426.759766,9532.280273,9532.280273,5011540000
2016-02-18,9532.860352,9543.750000,9483.459961,9504.980469,9504.980469,4436490000
2016-02-19,9465.179688,9504.980469,9406.540039,9485.959961,9485.959961,4142850000
2016-02-22,9485.769531,9623.639648,9485.769531,9616.320313,9616.320313,4054710000
2016-02-23,9582.759766,9589.740234,9485.360352,9494.320313,9494.320313,3890650000
2016-02-24,9411.269531,9517.750000,9325.240234,9506.070313,9506.070313,4317250000
2016-02-25,9534.740234,9625.709961,9506.240234,9625.269531,9625.269531,4118210000
2016-02-26,9668.259766,9682.929688,9607.660156,9619.790039,9619.790039,4348510000
2016-02-29,9615.169922,9670.839844,9558.860352,9559.530273,9559.530273,4588180000
2016-03-01,9626.879883,9771.000000,9613.959961,9771.000000,9771.000000,4819750000
2016-03-02,9746.419922,9837.639648,9725.900391,9837.589844,9837.589844,4666610000
2016-03-03,9828.309570,9909.809570,9809.169922,9907.969727,9907.969727,5081700000
2016-03-04,9929.330078,10010.660156,9902.040039,9968.410156,9968.410156,6049930000
2016-03-07,9922.379883,10021.780273,9911.330078,10006.190430,10006.190430,4968180000
2016-03-08,9952.230469,9952.230469,9862.330078,9868.519531,9868.519531,4641650000
2016-03-09,9906.839844,9946.969727,9881.759766,9924.809570,9924.809570,4038120000
2016-03-10,9954.160156,10004.330078,9826.519531,9918.070313,9918.070313,4376790000
2016-03-11,9988.290039,10105.009766,9988.290039,10104.190430,10104.190430,4078620000
2016-03-14,10073.330078,10097.549805,10038.400391,10074.269531,10074.269531,3487850000
2016-03-15,10005.589844,10013.700195,9970.950195,10013.599609,10013.599609,3560280000
2016-03-16,9986.480469,10102.070313,9978.889648,10084.169922,10084.169922,4057020000
2016-03-17,10101.650391,10216.700195,10073.120117,10190.400391,10190.400391,4530480000
2016-03-18,10216.599609,10248.070313,10198.320313,10223.429688,10223.429688,6503140000
2016-03-21,10204.700195,10232.799805,10181.849609,10219.690430,10219.690430,3376600000
2016-03-22,10169.900391,10226.509766,10145.349609,10194.200195,10194.200195,3418460000
2016-03-23,10171.379883,10171.379883,10096.889648,10099.679688,10099.679688,3639510000
2016-03-24,10032.889648,10087.049805,10003.980469,10086.599609,10086.599609,3407720000
2016-03-28,10105.120117,10128.900391,10065.379883,10106.440430,10106.440430,2809090000
2016-03-29,10071.419922,10193.730469,10048.519531,10190.410156,10190.410156,3822330000
2016-03-30,10245.929688,10281.690430,10217.980469,10236.950195,10236.950195,3590310000
2016-03-31,10236.799805,10248.820313,10198.919922,10207.370117,10207.370117,3715280000
2016-04-01,10132.580078,10231.080078,10085.250000,10219.959961,10219.959961,3749990000
2016-04-04,10227.120117,10234.160156,10168.780273,10183.000000,10183.000000,3485710000
2016-04-05,10104.769531,10104.769531,10050.650391,10061.080078,10061.080078,4154920000
2016-04-06,10062.839844,10162.299805,10044.410156,10159.849609,10159.849609,3750800000
2016-04-07,10112.980469,10117.160156,10004.769531,10045.150391,10045.150391,3801250000
2016-04-08,10108.709961,10170.969727,10093.280273,10119.690430,10119.690430,3359530000
2016-04-11,10154.080078,10210.559570,10114.450195,10114.580078,10114.580078,3567840000
2016-04-12,10114.580078,10257.299805,10114.580078,10238.690430,10238.690430,4239740000
2016-04-13,10271.660156,10362.129883,10271.660156,10359.509766,10359.509766,4191830000
2016-04-14,10359.190430,10377.660156,10334.450195,10360.240234,10360.240234,3765870000
2016-04-15,10359.580078,10359.580078,10332.870117,10355.570313,10355.570313,3701450000
2016-04-18,10315.650391,10427.160156,10304.219727,10424.929688,10424.929688,3316880000
2016-04-19,10463.639648,10528.639648,10424.929688,10517.299805,10517.299805,3896830000
2016-04-20,10517.059570,10572.240234,10489.030273,10527.790039,10527.790039,4184880000
2016-04-21,10524.480469,10536.690430,10440.469727,10454.820313,10454.820313,4175290000
2016-04-22,10464.200195,10520.000000,10464.200195,10511.000000,10511.000000,3790580000
2016-04-25,10487.830078,10487.830078,10424.190430,10465.650391,10465.650391,3319740000
2016-04-26,10492.570313,10525.379883,10477.790039,10522.580078,10522.580078,3557190000
2016-04-27,10528.480469,10593.209961,10507.589844,10571.830078,10571.830078,4100110000
2016-04-28,10521.169922,10577.889648,10461.530273,10480.450195,10480.450195,4309840000
2016-04-29,10480.219727,10480.219727,10370.349609,10436.919922,10436.919922,4704720000
2016-05-02,10450.129883,10503.410156,10430.219727,10496.330078,10496.330078,3841110000
2016-05-03,10432.240234,10432.240234,10323.240234,10365.830078,10365.830078,4173390000
2016-05-04,10302.679688,10337.209961,10257.750000,10286.240234,10286.240234,4058560000
2016-05-05,10303.040039,10340.459961,10254.719727,10281.320313,10281.320313,4008530000
2016-05-06,10280.990234,10315.919922,10230.500000,10308.830078,10308.830078,3796350000
2016-05-09,10300.660156,10325.049805,10261.120117,10291.589844,10291.589844,3788620000
2016-05-10,10323.269531,10424.669922,10323.269531,10424.110352,10424.110352,3600200000
2016-05-11,10391.929688,10408.929688,10332.240234,10332.240234,10332.240234,3821980000
2016-05-12,10375.879883,10399.950195,10283.480469,10334.379883,10334.379883,0
2016-05-13,10305.849609,10334.389648,10210.259766,10228.059570,10228.059570,3579880000
2016-05-16,10243.200195,10355.250000,10243.200195,10332.469727,10332.469727,3501360000
2016-05-17,10312.690430,10334.740234,10226.620117,10257.610352,10257.610352,4108960000
2016-05-18,10229.969727,10320.099609,10183.309570,10239.650391,10239.650391,4101320000
2016-05-19,10189.769531,10209.839844,10119.650391,10192.480469,10192.480469,3846770000
2016-05-20,10224.750000,10272.679688,10224.750000,10250.490234,10250.490234,3507650000
2016-05-23,10237.990234,10259.889648,10222.309570,10226.559570,10226.559570,3055480000
2016-05-24,10275.790039,10370.240234,10275.790039,10353.559570,10353.559570,3627340000
2016-05-25,10399.120117,10465.639648,10399.120117,10446.580078,10446.580078,3859160000
2016-05-26,10462.280273,10475.780273,10426.169922,10439.610352,10439.610352,3230990000
2016-05-27,10437.969727,10469.530273,10436.549805,10469.519531,10469.519531,3079150000
2016-05-31,10479.879883,10496.940430,10406.639648,10441.000000,10441.000000,4514410000
2016-06-01,10385.929688,10462.000000,10369.500000,10454.929688,10454.929688,3525170000
2016-06-02,10424.679688,10487.610352,10403.509766,10487.580078,10487.580078,3632720000
2016-06-03,10477.780273,10504.459961,10417.900391,10487.940430,10487.940430,3627780000
2016-06-06,10508.500000,10568.849609,10508.500000,10554.820313,10554.820313,3442020000
2016-06-07,10554.589844,10626.830078,10554.589844,10599.219727,10599.219727,3534730000
2016-06-08,10620.190430,10648.049805,10610.209961,10638.360352,10638.360352,3562060000
2016-06-09,10581.219727,10599.330078,10553.259766,10589.820313,10589.820313,3290320000
2016-06-10,10501.570313,10501.570313,10417.110352,10446.099609,10446.099609,3515010000
2016-06-13,10400.150391,10452.620117,10345.370117,10349.169922,10349.169922,3392030000
2016-06-14,10310.070313,10340.339844,10241.190430,10294.589844,10294.589844,3759770000
2016-06-15,10294.679688,10365.759766,10289.309570,10297.160156,10297.160156,3544720000
2016-06-16,10237.929688,10328.889648,10166.980469,10322.839844,10322.839844,3628280000
2016-06-17,10343.610352,10363.990234,10292.669922,10347.940430,10347.940430,4952630000
2016-06-20,10456.919922,10527.790039,10448.019531,10450.030273,10450.030273,3467440000
2016-06-21,10481.160156,10521.589844,10448.370117,10490.780273,10490.780273,3232880000
2016-06-22,10507.940430,10549.959961,10469.709961,10473.059570,10473.059570,3168160000
2016-06-23,10573.469727,10641.169922,10561.790039,10641.169922,10641.169922,3297940000
2016-06-24,10335.919922,10360.099609,10164.419922,10183.509766,10183.509766,7597450000
2016-06-27,10084.480469,10084.480469,9918.719727,9973.540039,9973.540039,5431220000
2016-06-28,10073.150391,10161.160156,10063.830078,10161.160156,10161.160156,4385810000
2016-06-29,10254.860352,10362.059570,10254.860352,10350.530273,10350.530273,4241740000
2016-06-30,10374.570313,10489.759766,10336.519531,10489.759766,10489.759766,4622820000
2016-07-01,10495.080078,10535.790039,10490.790039,10515.759766,10515.759766,3458890000
2016-07-05,10452.480469,10455.929688,10378.530273,10409.540039,10409.540039,3658380000
2016-07-06,10356.219727,10445.169922,10308.219727,10441.580078,10441.580078,3909380000
2016-07-07,10461.139648,10495.269531,10373.469727,10413.969727,10413.969727,3604550000
2016-07-08,10414.809570,10582.450195,10414.809570,10571.780273,10571.780273,3607500000
2016-07-11,10606.030273,10650.860352,10600.160156,10627.200195,10627.200195,3253340000
2016-07-12,10685.570313,10748.009766,10685.570313,10726.790039,10726.790039,4097820000
2016-07-13,10743.200195,10751.240234,10692.450195,10734.200195,10734.200195,3502320000
2016-07-14,10806.209961,10815.429688,10769.589844,10786.629883,10786.629883,3465610000
2016-07-15,10808.889648,10811.530273,10744.209961,10773.120117,10773.120117,3122600000
2016-07-18,10773.110352,10797.990234,10747.280273,10793.169922,10793.169922,3009310000
2016-07-19,10754.540039,10763.980469,10733.089844,10758.540039,10758.540039,2968340000
2016-07-20,10758.599609,10805.009766,10746.580078,10793.099609,10793.099609,3211860000
2016-07-21,10784.679688,10811.740234,10735.080078,10758.620117,10758.620117,3438900000
2016-07-22,10764.269531,10807.219727,10750.660156,10805.040039,10805.040039,3023280000
2016-07-25,10787.570313,10787.570313,10725.139648,10752.429688,10752.429688,3057240000
2016-07-26,10754.940430,10788.929688,10727.339844,10772.990234,10772.990234,3442350000
2016-07-27,10782.320313,10785.240234,10696.799805,10739.769531,10739.769531,3995500000
2016-07-28,10727.870117,10758.030273,10692.830078,10744.160156,10744.160156,3664240000
2016-07-29,10734.070313,10797.990234,10717.379883,10785.509766,10785.509766,4038840000
2016-08-01,10768.750000,10780.599609,10713.719727,10730.200195,10730.200195,3505990000
2016-08-02,10729.110352,10730.879883,10619.389648,10661.129883,10661.129883,3848750000
2016-08-03,10660.910156,10695.139648,10624.639648,10695.139648,10695.139648,3786530000
2016-08-04,10697.230469,10726.299805,10679.639648,10707.129883,10707.129883,3709200000
2016-08-05,10731.820313,10782.870117,10729.669922,10782.870117,10782.870117,3663070000
2016-08-08,10789.849609,10806.299805,10778.169922,10788.009766,10788.009766,3327550000
2016-08-09,10797.370117,10828.509766,10786.450195,10804.509766,10804.509766,3334300000
2016-08-10,10812.320313,10821.209961,10761.070313,10774.980469,10774.980469,3254950000
2016-08-11,10775.059570,10848.200195,10775.059570,10836.150391,10836.150391,3423160000
2016-08-12,10827.870117,10843.500000,10798.969727,10822.410156,10822.410156,3000660000
2016-08-15,10838.339844,10892.150391,10838.339844,10858.500000,10858.500000,3078530000
2016-08-16,10843.410156,10843.580078,10809.679688,10809.740234,10809.740234,3196400000
2016-08-17,10803.679688,10828.940430,10754.650391,10824.639648,10824.639648,3388910000
2016-08-18,10823.790039,10863.019531,10820.839844,10863.009766,10863.009766,3300570000
2016-08-19,10822.509766,10834.509766,10783.290039,10829.150391,10829.150391,3084800000
2016-08-22,10798.099609,10824.559570,10775.179688,10815.919922,10815.919922,2777550000
2016-08-23,10857.940430,10879.280273,10847.009766,10847.490234,10847.490234,3041490000
2016-08-24,10845.169922,10848.900391,10774.969727,10791.179688,10791.179688,3148280000
2016-08-25,10780.730469,10813.980469,10770.290039,10784.370117,10784.370117,2969310000
2016-08-26,10808.400391,10869.469727,10710.049805,10749.330078,10749.330078,3342340000
2016-08-29,10753.450195,10825.040039,10753.450195,10811.349609,10811.349609,2654780000
2016-08-30,10817.339844,10825.719727,10772.129883,10797.540039,10797.540039,3006800000
2016-08-31,10780.209961,10785.650391,10714.089844,10764.750000,10764.750000,3766390000
2016-09-01,10762.450195,10780.709961,10704.000000,10771.929688,10771.929688,3392120000
2016-09-02,10830.549805,10867.849609,10827.190430,10856.919922,10856.919922,3091120000
2016-09-06,10879.639648,10891.219727,10838.950195,10890.790039,10890.790039,3447650000
2016-09-07,10886.509766,10898.759766,10856.759766,10890.179688,10890.179688,3319420000
2016-09-08,10879.969727,10903.860352,10857.230469,10882.330078,10882.330078,3727840000
2016-09-09,10799.129883,10799.129883,10613.530273,10613.530273,10613.530273,4233960000
2016-09-12,10563.730469,10760.589844,10553.650391,10741.240234,10741.240234,4010480000
2016-09-13,10644.469727,10644.469727,10502.320313,10535.360352,10535.360352,4141670000
2016-09-14,10533.700195,10596.450195,10487.799805,10511.400391,10511.400391,3664100000
2016-09-15,10501.320313,10625.799805,10491.089844,10602.940430,10602.940430,3373720000
2016-09-16,10554.099609,10554.099609,10498.349609,10532.269531,10532.269531,5014360000
2016-09-19,10533.419922,10625.690430,10533.419922,10564.299805,10564.299805,3163000000
2016-09-20,10608.559570,10620.360352,10558.360352,10560.250000,10560.250000,3140730000
2016-09-21,10605.099609,10716.580078,10584.339844,10708.370117,10708.370117,3712090000
2016-09-22,10769.379883,10818.110352,10769.379883,10793.660156,10793.660156,3552830000
2016-09-23,10793.660156,10793.660156,10712.879883,10717.990234,10717.990234,3317190000
2016-09-26,10675.250000,10678.120117,10621.059570,10624.879883,10624.879883,3216170000
2016-09-27,10600.150391,10676.860352,10587.929688,10665.339844,10665.339844,3437770000
2016-09-28,10665.580078,10757.790039,10623.209961,10753.450195,10753.450195,3891460000
2016-09-29,10742.080078,10764.269531,10614.040039,10643.519531,10643.519531,4249220000
2016-09-30,10679.070313,10758.009766,10668.339844,10721.740234,10721.740234,4173340000
2016-10-03,10721.849609,10721.849609,10658.559570,10690.769531,10690.769531,3137550000
2016-10-04,10705.860352,10712.580078,10597.040039,10629.150391,10629.150391,3750890000
2016-10-05,10666.410156,10703.919922,10664.150391,10683.940430,10683.940430,3906550000
2016-10-06,10664.540039,10684.900391,10627.700195,10675.740234,10675.740234,3461550000
2016-10-07,10680.469727,10689.419922,10579.629883,10626.919922,10626.919922,3619890000
2016-10-10,10671.219727,10711.830078,10671.219727,10682.669922,10682.669922,2916550000
2016-10-11,10656.219727,10656.219727,10510.610352,10548.000000,10548.000000,3438270000
2016-10-12,10546.009766,10587.459961,10525.559570,10560.269531,10560.269531,2977100000
2016-10-13,10487.610352,10551.500000,10425.910156,10522.940430,10522.940430,3580450000
2016-10-14,10579.769531,10606.669922,10521.290039,10521.299805,10521.299805,3228150000
2016-10-17,10516.299805,10531.459961,10481.589844,10492.860352,10492.860352,2830390000
2016-10-18,10578.889648,10583.830078,10539.799805,10567.809570,10567.809570,3170000000
2016-10-19,10580.450195,10623.299805,10561.129883,10600.919922,10600.919922,3362670000
2016-10-20,10587.830078,10626.440430,10560.980469,10597.360352,10597.360352,3337170000
2016-10-21,10545.120117,10580.150391,10522.320313,10571.879883,10571.879883,3448850000
2016-10-24,10610.580078,10629.629883,10567.240234,10591.299805,10591.299805,3357320000
2016-10-25,10575.190430,10590.589844,10542.629883,10550.190430,10550.190430,3751340000
2016-10-26,10505.990234,10558.750000,10497.379883,10528.190430,10528.190430,3775200000
2016-10-27,10561.540039,10562.910156,10495.870117,10503.059570,10503.059570,4204830000
2016-10-28,10495.309570,10538.209961,10447.250000,10476.620117,10476.620117,4019510000
2016-10-31,10476.919922,10505.990234,10465.419922,10481.889648,10481.889648,3922400000
2016-11-01,10508.009766,10513.530273,10354.860352,10414.049805,10414.049805,4532160000
2016-11-02,10389.950195,10407.320313,10316.440430,10334.500000,10334.500000,4248580000
2016-11-03,10350.610352,10370.269531,10292.950195,10307.639648,10307.639648,3886740000
2016-11-04,10308.309570,10352.980469,10281.480469,10289.349609,10289.349609,3837860000
2016-11-07,10416.339844,10500.190430,10416.339844,10500.160156,10500.160156,3736060000
2016-11-08,10462.839844,10563.509766,10454.349609,10530.559570,10530.559570,3916930000
2016-11-09,10477.790039,10679.690430,10474.730469,10643.410156,10643.410156,6264150000
2016-11-10,10678.969727,10735.000000,10617.839844,10683.410156,10683.410156,6451640000
2016-11-11,10644.559570,10660.980469,10585.629883,10652.240234,10652.240234,4988050000
2016-11-14,10660.450195,10695.570313,10633.980469,10679.769531,10679.769531,5367200000
2016-11-15,10680.419922,10745.530273,10664.849609,10745.509766,10745.509766,4543860000
2016-11-16,10705.469727,10719.889648,10677.269531,10699.429688,10699.429688,3830590000
2016-11-17,10717.879883,10759.150391,10717.679688,10740.080078,10740.080078,3809160000
2016-11-18,10725.339844,10735.089844,10695.219727,10709.509766,10709.509766,3572400000
2016-11-21,10753.250000,10793.370117,10752.080078,10791.839844,10791.839844,3607010000
2016-11-22,10793.339844,10828.269531,10768.599609,10820.179688,10820.179688,3957940000
2016-11-23,10772.610352,10837.230469,10768.799805,10835.900391,10835.900391,3418640000
2016-11-25,10854.690430,10878.099609,10852.889648,10878.089844,10878.089844,1584600000
2016-11-28,10857.469727,10864.769531,10803.089844,10808.629883,10808.629883,3505650000
2016-11-29,10798.919922,10842.280273,10786.400391,10817.700195,10817.700195,3706560000
2016-11-30,10872.379883,10890.040039,10838.450195,10838.459961,10838.459961,5533980000
2016-12-01,10860.419922,10876.389648,10812.750000,10828.990234,10828.990234,5063740000
2016-12-02,10828.990234,10867.700195,10821.209961,10838.580078,10838.580078,3779500000
2016-12-05,10890.150391,10923.910156,10888.709961,10910.900391,10910.900391,3895230000
2016-12-06,10923.580078,10973.919922,10902.259766,10970.780273,10970.780273,3855320000
2016-12-07,10977.410156,11118.000000,10974.200195,11114.610352,11114.610352,4501820000
2016-12-08,11114.320313,11176.629883,11094.790039,11149.959961,11149.959961,4200580000
2016-12-09,11153.099609,11194.230469,11152.679688,11191.790039,11191.790039,3884480000
2016-12-12,11200.190430,11227.299805,11163.200195,11177.280273,11177.280273,4034510000
2016-12-13,11216.830078,11256.070313,11189.429688,11237.169922,11237.169922,3857590000
2016-12-14,11214.030273,11234.000000,11087.019531,11098.669922,11098.669922,4406970000
2016-12-15,11087.129883,11170.650391,11086.389648,11131.889648,11131.889648,4168200000
2016-12-16,11152.209961,11162.940430,11109.589844,11125.219727,11125.219727,5920340000
2016-12-19,11127.000000,11150.309570,11110.589844,11128.540039,11128.540039,3248370000
2016-12-20,11145.290039,11176.679688,11145.290039,11172.190430,11172.190430,3298780000
2016-12-21,11170.410156,11174.400391,11142.570313,11142.570313,11142.570313,2852230000
2016-12-22,11127.780273,11127.780273,11100.929688,11114.139648,11114.139648,2876320000
2016-12-23,11111.500000,11128.860352,11110.049805,11128.799805,11128.799805,2020550000
2016-12-27,11601.290039,11688.450195,11144.120117,11146.400391,11146.400391,1987080000
2016-12-28,11148.320313,11149.790039,11057.150391,11058.879883,11058.879883,2392360000
2016-12-29,11071.110352,11092.480469,11057.669922,11074.330078,11074.330078,2336370000
2016-12-30,11094.809570,11104.089844,11034.049805,11056.900391,11056.900391,2670900000
2017-01-03,11138.849609,11176.910156,11094.290039,11154.349609,11154.349609,3770530000
2017-01-04,11186.780273,11252.629883,11186.780273,11246.540039,11246.540039,3764890000
2017-01-05,11243.120117,11264.169922,11209.629883,11247.690430,11247.690430,3761820000
